start;end;actor;recp;bp_actor;bp_recp;label;int_bc;val_actor;val_recp;intention;audio_info
01:43:25:02;01:43:25:10;fg;jc;hand;ruecken;klop;wea;spos;spos;ja;
01:43:27:04;01:43:27:10;jc;fg;hand;brust;sb;wea;pos;pos;ja;
01:44:38:09;01:44:41:10;woman;boy;hand;hand;hah;wea;pos;pos;ja;
01:44:38:09;01:44:41:10;boy;woman;hand;hand;hah;wea;pos;pos;ja;
01:44:41:00;01:44:42:02;jc;boy;hand;schulter;lag;str;spos;pos;ja;narr
01:44:42:09;01:44:44:11;jc;boy;hand arm;gesaess bein;tra;str;spos;pos;ja;narr
01:44:47:22;01:44:53:07;jc;boy;hand arm;gesaess bein;tra;str;spos;pos;ja;narr
01:44:52:17;01:44:54:11;jc;boy;hand;arm;sb;wea;spos;pos;ja;
01:44:54:17;01:44:58:21;jc;boy;hand;brust;klop;wea;spos;pos;ja;
01:44:53:02;01:44:58:21;boy;jc;arm hand;schulter;fes;wea;pos;spos;ja;
01:44:52:10;01:44:58:21;jc;boy;brust;brust;tra;wea;spos;pos;ja;
01:45:02:00;01:45:02:17;jc;boy;hand;brust;fes;wea;spos;pos;ja;
01:45:02:00;01:45:03:04;boy;jc;arm hand;schulter;fes;wea;pos;spos;ja;
01:45:02:00;01:45:03:04;jc;boy;brust;brust;tra;wea;spos;pos;ja;
01:45:44:21;01:45:45:10;jc;fg;hand;brust;ans;wea;pos;pos;ja;
01:45:46:03;01:45:48:09;jc;fg;hand;hand;hah;wea;pos;pos;ja;narr
01:47:59:17;01:48:00:15;woman;fg;hand;schulter;klop;wea;pos;neg;ja;
01:48:22:20;01:48:30:12;jc;fg;hand;brust;klei;wea;pos;pos;ja;narr
01:49:35:00;01:49:35:12;jc;dt;gesicht;gesicht;kuss;wea;pos;pos;ja;narr aud
01:49:34:22;01:49:35:15;jc;dt;hand;nacken;fes;wea;pos;pos;ja;
01:49:46:21;01:49:48:06;jc;boy;hand;arm;zieh;wea;pos;pos;ja;
01:49:50:07;01:49:59:07;fg;jc;hand;hand;hah;wea;spos;spos;ja;
01:50:02:04;01:50:07:13;fg;jc;hand;hand;hah;wea;pos;pos;ja;narr
01:50:02:04;01:50:07:13;jc;fg;hand;hand;hah;wea;pos;pos;ja;narr
01:50:06:17;01:50:13:13;fg;boy;hand;hand;hah;wea;pos;pos;ja;narr
01:52:04:15;01:52:07:06;jc;fg;hand;hand;hah;wea;pos;pos;ja;narr
01:53:02:24;01:53:03:15;fg;boy;gesicht;kopf;kuss;wea;pos;pos;ja;aud
01:55:54:16;01:55:55:06;fg;boy;arm;arm;sb;wea;pos;pos;nein;
01:56:08:17;01:56:09:13;fg;boy;arm;arm;sb;wea;pos;pos;nein;
